atopid,year,onlyconsul,defcon,prob_det,dem_prop,dem_dich,wartime,offense,mem_num,mean_threat,max_threat,min_s_2cat,mean_s_2cat,defense,neutral,nonagg,consul,conditio,offcon,neucon,concon,h1_cat3,h2_cat3,h2_cat4,offense_tpm,consul_tpm,dem_prop_rawpolity,mem1,mem2,mem3,mem4,mem5,mem6,mem7,mem8,mem9,mem10,mem11,mem12,mem13,mem14,mem15,mem16,mem17,mem18,mem19,mem20,mem21,mem22,mem23,mem24,mem25,mem26,mem27,mem28,mem29,mem30,mem31,mem32,mem33,mem34,mem35,mem36,mem37,mem38,mem39,mem40,mem41,mem42,mem43
6058,1816,,,,0,,0,,4,,.618209,.55102038,.77551019,,,,,,,,,0,0,0,0,0,,245,255,275,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059,1816,,,,0,,0,,4,,.618209,.67346936,.83673465,,,,,,,,,0,0,0,0,0,,245,269,275,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060,1816,,,,0,,0,,4,,.618209,.46938777,.73469388,,,,,,,,,0,0,0,0,0,,271,273,300,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6061,1816,,,,.16666667,,0,,6,,.618209,.63265306,.7904762,,,,,,,,,0,0,0,0,0,,2,220,245,329,365,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6062,1816,,,,.16666667,,0,,6,,.63919497,.59183675,.73877549,,,,,,,,,0,0,0,0,0,,2,230,271,275,325,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6063,1816,,,,.16666667,,0,,6,,.15719999,.55102038,.78775507,,,,,,,,,0,0,0,0,0,,2,235,255,327,337,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6064,1816,,,,0,,0,,6,,.618209,.63265306,.7904762,,,,,,,,,0,0,0,0,0,,200,220,271,337,380,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,1816,,,,0,,0,,6,,.63919497,.42857143,.71428573,,,,,,,,,0,0,0,0,0,,210,235,255,269,273,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6066,1816,,,,0,,0,,6,,.63919497,.51020408,.72244895,,,,,,,,,0,0,0,0,0,,210,245,255,275,325,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6067,1816,,,,0,,0,,6,,.63919497,.59183675,.75510204,,,,,,,,,0,0,0,0,0,,210,245,271,329,380,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,1816,,,,0,,0,,6,,.63919497,.51020408,.73333335,,,,,,,,,0,0,0,0,0,,210,255,271,275,329,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069,1816,,,,0,,0,,6,,.618209,.55102038,.7795918,,,,,,,,,0,0,0,0,0,,220,255,271,273,275,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6070,1816,,,,0,,0,,6,,.618209,.55102038,.85034013,,,,,,,,,0,0,0,0,0,,245,255,271,273,275,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,1816,,,,.1,,0,,10,,.63919497,.59183675,.78321993,,,,,,,,,0,0,0,0,0,,2,200,210,220,235,273,275,325,365,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,1816,,,,.1,,0,,10,,.63919497,.42857143,.73968256,,,,,,,,,0,0,0,0,0,,2,210,235,245,271,273,300,327,329,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,1816,,,,0,,0,,10,,.63919497,.51020408,.75419497,,,,,,,,,0,0,0,0,0,,200,210,235,245,255,271,329,365,380,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,1816,,,,0,,0,,10,,.63919497,.51020408,.75691611,,,,,,,,,0,0,0,0,0,,200,210,255,269,273,327,329,337,365,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6075,1816,,,,0,,0,,10,,.63919497,.59183675,.75963718,,,,,,,,,0,0,0,0,0,,200,220,230,245,269,273,275,327,337,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6076,1816,,,,0,,0,,10,,.63919497,.51020408,.75510204,,,,,,,,,0,0,0,0,0,,200,220,230,255,269,271,329,380,390,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,1816,,,,0,,0,,10,,.618209,.46938777,.73968256,,,,,,,,,0,0,0,0,0,,200,235,255,269,300,327,329,380,390,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6078,1816,,,,0,,0,,10,,.63919497,.42857143,.71882087,,,,,,,,,0,0,0,0,0,,210,220,230,235,245,255,273,300,327,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079,1816,,,,0,,0,,10,,.63919497,.51020408,.77324265,,,,,,,,,0,0,0,0,0,,210,230,255,271,325,327,337,365,380,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6080,1816,,,,0,,0,,10,,.618209,.46938777,.73151928,,,,,,,,,0,0,0,0,0,,245,255,271,300,325,327,337,365,380,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6081,1827,,,,.33333334,,0,,3,,.62693101,.68421054,.76608187,,,,,,,,,0,0,0,0,0,,2,275,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6082,1827,,,,0,,0,,3,,.62859601,.64912283,.74269009,,,,,,,,,0,0,0,0,0,,140,267,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6083,1827,,,,0,,0,,3,,.66484302,.64912283,.74269009,,,,,,,,,0,0,0,0,0,,200,255,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,1827,,,,0,,0,,3,,.66484302,.68421054,.76608187,,,,,,,,,0,0,0,0,0,,210,255,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6085,1827,,,,0,,0,,3,,.62859601,.64912283,.76608187,,,,,,,,,0,0,0,0,0,,220,267,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086,1827,,,,0,,0,,3,,.62693101,.68421054,.78947371,,,,,,,,,0,0,0,0,0,,230,245,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087,1827,,,,0,,0,,3,,.62693101,.68421054,.78947371,,,,,,,,,0,0,0,0,0,,230,271,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6088,1827,,,,0,,0,,3,,.62693101,.68421054,.76608187,,,,,,,,,0,0,0,0,0,,245,329,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6089,1827,,,,0,,0,,3,,.71254504,.64912283,.76608187,,,,,,,,,0,0,0,0,0,,267,300,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,1827,,,,0,,0,,3,,.71254504,.64912283,.76608187,,,,,,,,,0,0,0,0,0,,271,300,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6091,1831,,,,0,,0,,2,,.131909,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,70,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6092,1831,,,,0,,0,,2,,.131909,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,70,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6093,1831,,,,0,,0,,2,,.131909,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,140,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6094,1831,,,,0,,0,,2,,.131909,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,210,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095,1831,,,,0,,0,,2,,.131909,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,210,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6096,1831,,,,0,,0,,2,,.60047901,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,230,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6097,1831,,,,0,,0,,2,,.59890598,.73770493,.73770493,,,,,,,,,0,0,0,0,0,,245,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,1831,,,,0,,0,,2,,.131909,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,325,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099,1831,,,,0,,0,,2,,.131909,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,325,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,1831,,,,0,,0,,2,,.131909,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,380,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6101,1832,,,,.5,,0,,2,,.59931803,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,2,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6102,1832,,,,.5,,0,,2,,.132183,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,2,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,1832,,,,0,,0,,2,,.132183,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,70,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6104,1832,,,,0,,0,,2,,.132183,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,70,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6105,1832,,,,0,,0,,2,,.132183,.86885244,.86885244,,,,,,,,,0,0,0,0,0,,200,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,1832,,,,0,,0,,2,,.132183,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,210,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,1832,,,,0,,0,,2,,.59931803,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,211,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6108,1832,,,,0,,0,,2,,.14108799,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,220,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6109,1832,,,,0,,0,,2,,.65629303,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,220,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110,1832,,,,0,,0,,2,,.132183,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,230,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111,1832,,,,0,,0,,2,,.132183,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,235,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,1832,,,,0,,0,,2,,.59931803,1,1,,,,,,,,,0,0,0,0,0,,245,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,1832,,,,0,,0,,2,,.59931803,1,1,,,,,,,,,0,0,0,0,0,,245,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,1832,,,,0,,0,,2,,.65629303,1,1,,,,,,,,,0,0,0,0,0,,255,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,1832,,,,0,,0,,2,,.66217703,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,255,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,1832,,,,0,,0,,2,,.600887,1,1,,,,,,,,,0,0,0,0,0,,267,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,1832,,,,0,,0,,2,,.59931803,.73770493,.73770493,,,,,,,,,0,0,0,0,0,,273,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118,1832,,,,0,,0,,2,,.59931803,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,273,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119,1832,,,,0,,0,,2,,.132183,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,325,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,1832,,,,0,,0,,2,,.132183,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,327,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121,1833,,,,.5,,0,,2,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122,1833,,,,.5,,0,,2,,.599347,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,2,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,1833,,,,.5,,0,,2,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,2,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124,1833,,,,0,,0,,2,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,70,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6125,1833,,,,0,,0,,2,,.493559,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,70,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6126,1833,,,,0,,0,,2,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,70,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,1833,,,,0,,0,,2,,.132075,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,70,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,1833,,,,0,,0,,2,,.141,1,1,,,,,,,,,0,0,0,0,0,,200,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6129,1833,,,,0,,0,,2,,.132075,.83606559,.83606559,,,,,,,,,0,0,0,0,0,,200,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6130,1833,,,,0,,0,,2,,.132075,.86885244,.86885244,,,,,,,,,0,0,0,0,0,,200,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,1833,,,,0,,0,,2,,.132075,.81967211,.81967211,,,,,,,,,0,0,0,0,0,,200,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,1833,,,,0,,0,,2,,.132075,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,200,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,1833,,,,0,,0,,2,,.599347,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,210,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134,1833,,,,0,,0,,2,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,210,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,1833,,,,0,,0,,2,,.599347,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,211,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136,1833,,,,0,,0,,2,,.599347,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,211,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,1833,,,,0,,0,,2,,.141,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,220,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,1833,,,,0,,0,,2,,.493559,.63934427,.63934427,,,,,,,,,0,0,0,0,0,,220,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,1833,,,,0,,0,,2,,.599347,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,220,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140,1833,,,,0,,0,,2,,.141,.86885244,.86885244,,,,,,,,,0,0,0,0,0,,220,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141,1833,,,,0,,0,,2,,.141,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,220,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6142,1833,,,,0,,0,,2,,.141,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,220,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143,1833,,,,0,,0,,2,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,230,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6144,1833,,,,0,,0,,2,,.132075,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,230,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145,1833,,,,0,,0,,2,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,230,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6146,1833,,,,0,,0,,2,,.132075,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,235,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6147,1833,,,,0,,0,,2,,.599347,1,1,,,,,,,,,0,0,0,0,0,,245,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148,1833,,,,0,,0,,2,,.599347,1,1,,,,,,,,,0,0,0,0,0,,245,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149,1833,,,,0,,0,,2,,.599347,.96721309,.96721309,,,,,,,,,0,0,0,0,0,,255,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150,1833,,,,0,,0,,2,,.599347,.96721309,.96721309,,,,,,,,,0,0,0,0,0,,255,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,1833,,,,0,,0,,2,,.50466204,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,255,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,1833,,,,0,,0,,2,,.493559,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,255,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6153,1833,,,,0,,0,,2,,.493559,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,255,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6154,1833,,,,0,,0,,2,,.493559,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,255,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6155,1833,,,,0,,0,,2,,.60091299,1,1,,,,,,,,,0,0,0,0,0,,267,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156,1833,,,,0,,0,,2,,.60091299,1,1,,,,,,,,,0,0,0,0,0,,267,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157,1833,,,,0,,0,,2,,.599347,1,1,,,,,,,,,0,0,0,0,0,,269,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158,1833,,,,0,,0,,2,,.599347,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,269,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159,1833,,,,0,,0,,2,,.599347,.67213112,.67213112,,,,,,,,,0,0,0,0,0,,269,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160,1833,,,,0,,0,,2,,.599347,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,271,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161,1833,,,,0,,0,,2,,.599347,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,273,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162,1833,,,,0,,0,,2,,.599347,.70491803,.70491803,,,,,,,,,0,0,0,0,0,,273,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163,1833,,,,0,,0,,2,,.599347,.75409836,.75409836,,,,,,,,,0,0,0,0,0,,273,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,1833,,,,0,,0,,2,,.599347,.75409836,.75409836,,,,,,,,,0,0,0,0,0,,275,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165,1833,,,,0,,0,,2,,.132075,.83606559,.83606559,,,,,,,,,0,0,0,0,0,,325,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166,1833,,,,0,,0,,2,,.132075,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,327,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6167,1833,,,,0,,0,,2,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,327,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168,1833,,,,0,,0,,2,,.132075,.86885244,.86885244,,,,,,,,,0,0,0,0,0,,329,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169,1833,,,,0,,0,,2,,.132075,.85245901,.85245901,,,,,,,,,0,0,0,0,0,,350,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6170,1833,,,,0,,0,,2,,.132075,.90163934,.90163934,,,,,,,,,0,0,0,0,0,,390,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6171,1833,,,,.33333334,,0,,3,,.132075,.90163934,.91256833,,,,,,,,,0,0,0,0,0,,2,210,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,1833,,,,.33333334,,0,,3,,.599347,.70491803,.78142077,,,,,,,,,0,0,0,0,0,,2,235,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173,1833,,,,.33333334,,0,,3,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,2,235,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6174,1833,,,,.33333334,,0,,3,,.599347,.60655737,.73770493,,,,,,,,,0,0,0,0,0,,2,273,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175,1833,,,,0,,0,,3,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,70,210,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176,1833,,,,0,,0,,3,,.132075,.90163934,.91256833,,,,,,,,,0,0,0,0,0,,70,230,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,1833,,,,0,,0,,3,,.493559,.63934427,.73770493,,,,,,,,,0,0,0,0,0,,100,200,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178,1833,,,,0,,0,,3,,.599347,.70491803,.78142077,,,,,,,,,0,0,0,0,0,,100,210,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179,1833,,,,0,,0,,3,,.599347,.60655737,.73770493,,,,,,,,,0,0,0,0,0,,100,271,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6180,1833,,,,0,,0,,3,,.132075,.93442625,.93442625,,,,,,,,,0,0,0,0,0,,100,327,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6181,1833,,,,0,,0,,3,,.493559,.67213112,.77049178,,,,,,,,,0,0,0,0,0,,140,255,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182,1833,,,,0,,0,,3,,.599347,.67213112,.78142077,,,,,,,,,0,0,0,0,0,,200,245,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183,1833,,,,0,,0,,3,,.60091299,.70491803,.77049178,,,,,,,,,0,0,0,0,0,,210,267,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,1833,,,,0,,0,,3,,.599347,.67213112,.75956285,,,,,,,,,0,0,0,0,0,,211,245,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185,1833,,,,0,,0,,3,,.599347,.67213112,.75956285,,,,,,,,,0,0,0,0,0,,211,273,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6186,1833,,,,0,,0,,3,,.599347,.67213112,.75956285,,,,,,,,,0,0,0,0,0,,211,275,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,1833,,,,0,,0,,3,,.599347,.96721309,.97814208,,,,,,,,,0,0,0,0,0,,245,255,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6188,1833,,,,0,,0,,3,,.60091299,.70491803,.80327868,,,,,,,,,0,0,0,0,0,,245,267,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6189,1833,,,,0,,0,,3,,.599347,.70491803,.78142077,,,,,,,,,0,0,0,0,0,,271,337,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190,1833,,,,0,,0,,3,,.132075,.85245901,.85792351,,,,,,,,,0,0,0,0,0,,325,365,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,1834,,,,.25,,0,,4,,.59609103,.70491803,.7923497,,,,,,,,,0,0,0,0,0,,2,70,271,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6192,1834,,,,.25,,0,,4,,.29034799,.85245901,.89344263,,,,,,,,,0,0,0,0,0,,2,210,235,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6193,1834,,,,0,,0,,4,,.59609103,.70491803,.81967211,,,,,,,,,0,0,0,0,0,,70,210,275,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6194,1834,,,,0,,0,,4,,.29034799,.85245901,.89344263,,,,,,,,,0,0,0,0,0,,70,230,327,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6195,1834,,,,0,,0,,4,,.48979801,.62295079,.77322406,,,,,,,,,0,0,0,0,0,,210,220,255,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6196,1834,,,,0,,0,,4,,.59609103,.70491803,.79781419,,,,,,,,,0,0,0,0,0,,210,245,275,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6197,1834,,,,0,,0,,4,,.59764898,.67213112,.83606553,,,,,,,,,0,0,0,0,0,,210,255,267,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
