"atopid","year","mean.s.sc","low.s.sc","mean.pi.sc","low.pi.sc","mean.kap.sc","low.kap.sc"
1085,1844,0.3888889,0.3888889,0.15294115,0.15294115,0.22047241,0.22047241
1085,1845,0.3888889,0.3888889,0.15294115,0.15294115,0.22047241,0.22047241
1085,1846,0.4054054,0.4054054,0.15995875,0.15995875,0.22476189,0.22476189
1085,1847,0.42105263,0.42105263,0.16650051,0.16650051,0.25622776,0.25622776
1085,1848,0.43589744,0.43589744,0.17261328,0.17261328,0.2590674,0.2590674
1085,1849,0.53846157,0.53846157,0.25714287,0.25714287,0.31578946,0.31578946
1085,1850,0.53846157,0.53846157,0.25714287,0.25714287,0.31578946,0.31578946
1085,1851,0.5,0.5,0.21875001,0.21875001,0.28825623,0.28825623
1085,1852,0.5,0.5,0.21875001,0.21875001,0.28825623,0.28825623
1085,1853,0.5,0.5,0.21875001,0.21875001,0.28825623,0.28825623
1085,1854,0.2195122,0.2195122,-0.24242423,-0.24242423,-0.04792334,-0.04792334
1090,1833,0.51724136,0.51724136,0.3059829,0.3059829,0.33442622,0.33442622
1090,1834,0.51724136,0.51724136,0.3059829,0.3059829,0.33442622,0.33442622
1090,1835,0.51724136,0.51724136,0.3059829,0.3059829,0.33442622,0.33442622
1090,1836,0.51724136,0.51724136,0.3059829,0.3059829,0.33442622,0.33442622
1090,1837,0.53333336,0.53333336,0.31260228,0.31260228,0.33962268,0.33962268
1090,1838,0.46666667,0.46666667,0.2546584,0.2546584,0.29411763,0.29411763
1090,1839,0.5,0.5,0.26857144,0.26857144,0.3043478,0.3043478
1090,1840,0.5625,0.5625,0.43929914,0.43929914,0.4716981,0.4716981
1090,1841,0.5294118,0.5294118,0.28042328,0.28042328,0.3131313,0.3131313
1090,1842,0.6,0.6,0.33873144,0.33873144,0.37974682,0.37974682
1090,1843,0.5555556,0.5555556,0.29064038,0.29064038,0.34246576,0.34246576
1090,1844,0.5,0.5,0.24210526,0.24210526,0.28318584,0.28318584
1090,1845,0.5,0.5,0.24210526,0.24210526,0.28318584,0.28318584
1090,1846,0.5135135,0.5135135,0.24745762,0.24745762,0.28693792,0.28693792
1090,1847,0.57894737,0.57894737,0.29953918,0.29953918,0.34763947,0.34763947
1090,1848,0.5897436,0.5897436,0.30357143,0.30357143,0.35000002,0.35000002
1095,1833,0.586206883333333,0.37931034,0.44801632,0.19069766,0.476810786666667,0.2478386
1095,1834,0.586206883333333,0.37931034,0.44801632,0.19069766,0.476810786666667,0.2478386
1095,1835,0.586206883333333,0.37931034,0.44801632,0.19069766,0.476810786666667,0.2478386
1095,1836,0.586206883333333,0.37931034,0.44801632,0.19069766,0.476810786666667,0.2478386
1095,1837,0.60000002,0.4,0.45420076,0.2,0.481504213333333,0.25414366
